Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Skype,Широта,Долгота,2GIS URL,Тип
Upstream Zerek School,частная школа,Школы,"улица Салыка Зиманова, 80",,050027,Акжар м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,4.9,14,87474897525,,,,,http://upstreamzerekschool.kz,https://instagram.com/upstream_zerek_school,,,,https://wa.me/77474897525,,,,,,,43.190101,76.801741,https://2gis.com/firm/70000001055605884,branch
Общеобразовательная школа №16 им. А. Шарипова ,,Школы,"улица Ади Шарипова, 23",,,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:30-18:30; Вт: 08:30-18:30; Ср: 08:30-18:30; Чт: 08:30-18:30; Пт: 08:30-18:30,+05:00,3.1,76,87272337502,87272337496,87272399260 (приемная),,,,,,,,,,,,,,,43.259633,76.920991,https://2gis.com/firm/9429940000798790,branch
Arman shaq бастауыш мектебі,,Школы; Начальные школы-детские сады / Прогимназии; Центры раннего развития детей; Детские / подростковые клубы; Дневные детские лагеря,"улица Розыбакиева, 66",1 этаж,050009,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,5.0,35,87003793177,87273793177,,,,http://armanshaqmektep.tilda.ws,https://instagram.com/armanshaq,,https://facebook.com/Arman-shaq-%D0%BC%D0%B5%D0%BA%D1%82%D0%B5%D0%B1i-100403142404026,,https://wa.me/77003793177,,,,https://t.me/armanshaq,,,43.249318,76.888797,https://2gis.com/firm/70000001055328250,branch
Арай,частная средняя школа,Школы,"микрорайон Аксай 2, 51",,050031,Аксай-2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,3.2,35,87272689494,87272689169,,,,,https://instagram.com/arai_school,,https://facebook.com/profile.php?id=100054808478168,,,,,,,,,43.23849,76.83796,https://2gis.com/firm/9429940000792819,branch
Общеобразовательная школа №47,,Школы,"улица Олимпийская, 1",,,Тау-Самал м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.8,11,87272548879 (приемная),,,,,,,,,,,,,,,,,43.19242,76.967488,https://2gis.com/firm/9429940000798810,branch
Общеобразовательная школа №109,,Школы,"улица Гончарова, 23",,050034,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00,+05:00,4.0,63,87272530122 (приемная),87272530034,,,,,,,,,,,,,,,,43.266813,76.893627,https://2gis.com/firm/9429940000798758,branch
Бакалавриат,частная школа,Школы,"микрорайон Самал-1, 20",,050051,Самал-1 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-16:30; Вт: 09:00-16:30; Ср: 09:00-16:30; Чт: 09:00-16:30; Пт: 09:00-16:30,+05:00,4.0,35,87273472222 (доп.201),87273472222 (доп.202),87273472222 (доп.203),,,http://www.bachelor.kz,https://instagram.com/school_bakalavriat,,https://facebook.com/school.bakalavriat,,https://wa.me/77059927414,,,viber://chat/?number=77011409843,,,,43.23576,76.954431,https://2gis.com/firm/9429940000802334,branch
Назарбаев интеллектуальная школа,школа химико-биологического направления,Школы,"улица Елибаева, 2",,050006,Калкаман-2 м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.6,88,,,,,,http://hbalm.nis.edu.kz,https://instagram.com/nis_chembio_almaty,,https://facebook.com/hbalm.nis.edu.kz,,,,,,,https://youtube.com/%D0%9D%D0%98%D0%A8%D0%A5%D0%91%D0%9D%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B,,43.209803,76.801579,https://2gis.com/firm/70000001019875428,branch
Общеобразовательная школа №98,,Школы,"улица Татибекова, 89",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:30; Вт: 08:00-19:30; Ср: 08:00-19:30; Чт: 08:00-19:30; Пт: 08:00-19:30,+05:00,3.3,14,87272435017,,,,,,,,,,,,,,,,,43.288373,76.977821,https://2gis.com/firm/9429940001349056,branch
Steam school,частная школа,Школы,"улица Кастеева, 106в",,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+05:00,4.0,53,87014717175,,,,,,https://instagram.com/steam.school_almaty,,,,https://wa.me/77014717175,,,,https://t.me/school_steam,,,43.243386,76.966538,https://2gis.com/firm/70000001043815061,branch
QSI Almaty International School,частная школа,Школы,"улица Ашимова, 185",,050006,Калкаман-2 м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-16:00; Вт: 08:00-16:00; Ср: 08:00-16:00; Чт: 08:00-16:00; Пт: 08:00-16:00,+05:00,3.5,38,87273818710,87273818611,87273818720,,,http://www.qsi.org,https://instagram.com/quality_schools_international,,,,,,,,,,,43.209751,76.817608,https://2gis.com/firm/9429940000792192,branch
Общеобразовательная школа №205,,Школы,"улица Центральная, 120",,050047,Томирис м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.3,65,87072928600,,,,,,https://instagram.com/205__school,,,,,,,,,,,43.32905,76.850813,https://2gis.com/firm/70000001059485300,branch
Общеобразовательная школа №157,,Школы,"улица Кыдырбекова, 32",,050006,Калкаман-2 м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30; Сб: 08:00-18:30,+05:00,3.7,91,87273853367 (приемная),87272657136 (бухгалтерия),,,,,https://instagram.com/157schoola,,,,,,,,,,,43.219778,76.80187,https://2gis.com/firm/9429940000798788,branch
Живая Вселенная,частная школа,Школы,"улица Кацева, 73",,050043,Хан-Тенгри м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-17:00; Вт: 08:00-13:00, 14:00-17:00; Ср: 08:00-13:00, 14:00-17:00; Чт: 08:00-13:00, 14:00-17:00; Пт: 08:00-13:00, 14:00-17:00",+05:00,4.6,14,87273218071,87020065732,,ecoschool.almaty@gmail.com,,http://ecoschool.kz,https://instagram.com/zhivaya_vselennaya,,,,https://wa.me/77772478995,,,,,,,43.171231,76.892913,https://2gis.com/firm/70000001078993034,branch
Общеобразовательная школа №196,,Школы,"улица Аскар Сулейменов, 15а",,,Мадениет м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-15:00,+05:00,3.9,56,,,,,,,https://instagram.com/196_mektep,,,,,,,,,,,43.332731,76.816213,https://2gis.com/firm/70000001028205268,branch
Мозаика,коррекционная школа,Школы,"Василия Клочкова улица, 167",,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+05:00,4.2,26,87771679042,87771678980,,,,,https://instagram.com/shkolamozaika,,,,,,,,,,,43.228503,76.902421,https://2gis.com/firm/70000001052106659,branch
Общеобразовательная школа №151,,Школы,"улица Новая Садовая, 100а",,050058,Шапагат м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,2.7,19,87272456308 (приемная),87272456309,,,,,,,,,,,,,,,,43.281557,76.879631,https://2gis.com/firm/9429940000798784,branch
Общеобразовательная школа №26,,Школы,"улица Жанкожа батыра, 134",,050065,Шанырак-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:45; Вт: 08:00-19:45; Ср: 08:00-19:45; Чт: 08:00-19:45; Пт: 08:00-19:45; Сб: 09:00-15:00,+05:00,3.7,29,87272718790,,,,,,,,,,,,,,,,,43.297829,76.851808,https://2gis.com/firm/9429940000798800,branch
Ак-ниет,частная начальная школа,Школы,"2-й микрорайон, 58",1 этаж,050062,2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00,+05:00,4.3,40,87272769927,87272760583,,,,,https://instagram.com/ak_niet58,,,,,,,,,,,43.231892,76.857363,https://2gis.com/firm/9429940000954400,branch
Общеобразовательная школа №191 им. Г. Мустафина,,Школы,"улица Альмерек, 41",,050070,Каргалы м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,2.9,46,87272997734 (приемная),87272997710,,,,,,,,,,,,,,,,43.176266,76.869209,https://2gis.com/firm/9429940000875315,branch
Средняя школа №194,,Школы,"улица Султангазина, 7а",,050010,Кольсай м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00,+05:00,,,87273725089,,,,,,,,,,,,,,,,,43.216709,77.002283,https://2gis.com/firm/70000001024830479,branch
Общеобразовательная школа №181,,Школы,"микрорайон Аккент, 19",,,Аккент м-н,Алатауский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-13:00, 14:00-17:30; Вт: 09:00-13:00, 14:00-17:30; Ср: 09:00-13:00, 14:00-17:30; Чт: 09:00-13:00, 14:00-17:30; Пт: 09:00-13:00, 14:00-17:30",+05:00,2.9,44,87272467062 (приемная),87272469204,,,,http://181.alschool.kz,https://instagram.com/181_mektep,,,,,,,,,,,43.244376,76.81669,https://2gis.com/firm/9429940001045167,branch
Средняя школа №204,,Школы,"улица Ак-Кайнар, 3",,050047,Саялы м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,3.7,98,,,,,,,,,,,,,,,,,,43.310499,76.839183,https://2gis.com/firm/70000001061369413,branch
Көкіл,частная школа,Школы; Центры раннего развития детей,"улица Калдаякова, 25",1 этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00,+05:00,3.6,23,87273823723,,,,,http://www.kokil.kz,https://instagram.com/kokil.kz,,https://facebook.com/kokil.kz,,,,,,,,,43.260448,76.957353,https://2gis.com/firm/9429940000796925,branch
Общеобразовательная школа №180,,Школы,"улица Ак-Кайнар, 7",,050047,Саялы м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,2.9,48,87089707282,,,,,,https://instagram.com/180_mektep,,,,,,,,,,,43.312243,76.840937,https://2gis.com/firm/9429940001118735,branch
Общеобразовательная школа №3,,Школы,"улица Вольная, 6а",,050050,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-19:30; Вт: 08:30-19:30; Ср: 08:30-19:30; Чт: 08:30-19:30; Пт: 08:30-19:30,+05:00,3.7,20,87272333475 (приемная),,,,,,,,,,,,,,,,,43.271275,76.928384,https://2gis.com/firm/9429940000798802,branch
Leaders Junior School,частная школа,Школы; Курсы робототехники; Дневные детские лагеря; Языковые школы; Спортивные секции,"улица Жамакаева, 254г",1-2 этаж,050044,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00,+05:00,4.1,19,87071444391,,,,,,,,,,https://wa.me/77071444391,,,,https://t.me/+77071444391,,,43.209262,76.94979,https://2gis.com/firm/70000001055679514,branch
Общеобразовательная школа №108,,Школы,"улица Акпаева, 59",,050050,,Жетысуский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-19:00; Вт: 08:00-13:00, 14:00-19:00; Ср: 08:00-13:00, 14:00-19:00; Чт: 08:00-13:00, 14:00-19:00; Пт: 08:00-13:00, 14:00-19:00; Сб: 08:00-13:00, 14:00-19:00",+05:00,2.8,55,87273843712,87273832478,87273844022 (вахта),,,,,,,,,,,,,,,43.289797,76.932128,https://2gis.com/firm/9429940000798757,branch
Общеобразовательная школа №41 им. Абдуллы Карсакбаева,,Школы,"улица Тумар, 14",,050061,Самгау м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-14:00,+05:00,4.6,4,87272435566,,,,,,,,,,,,,,,,,43.269714,76.860885,https://2gis.com/firm/70000001022373032,branch
Общеобразовательная школа №106,,Школы,"улица Артиллерийская, 30",,050066,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00; Вс: 00:00-24:00,+05:00,3.6,33,87273972887 (приемная),,,,,,https://instagram.com/almatyschool106_,,,,,,,,,,,43.300398,76.934756,https://2gis.com/firm/9429940000798756,branch
Общеобразовательная школа №29,,Школы,"Богенбай батыра улица, 42",,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 09:00-13:00,+05:00,3.3,30,87272366195,87272365108 (приемная),,,,,,,,,,,,,,,,43.254224,76.96728,https://2gis.com/firm/9429940000798801,branch
Общеобразовательная школа №150 им. М. Хамраева,,Школы,"улица Биянху, 87",,050058,Шапагат м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:35; Вт: 08:00-18:35; Ср: 08:00-18:35; Чт: 08:00-18:35; Пт: 08:00-18:35,+05:00,4.0,22,87272455910,,,,,,,,,,,,,,,,,43.283943,76.886625,https://2gis.com/firm/9429940000798783,branch
Общеобразовательная школа №112,,Школы,"улица Ратушного, 131",,050014,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:50; Вт: 08:00-19:50; Ср: 08:00-19:50; Чт: 08:00-19:50; Пт: 08:00-19:50,+05:00,3.9,20,87272516506 (вахта),87272941792 (приемная),87272516595 (директор),,,,,,,,,,,,,,,43.293676,76.915821,https://2gis.com/firm/9429940000798760,branch
Общеобразовательная школа №57,,Школы,"улица Ботаническая, 2",,050050,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:45; Вт: 08:00-19:45; Ср: 08:00-19:45; Чт: 08:00-19:45; Пт: 08:00-19:45; Сб: 08:00-19:45,+05:00,3.8,30,,,,,,,,,,,,,,,,,,43.284196,76.941096,https://2gis.com/firm/9429940000798816,branch
Общеобразовательная школа №32,,Школы,"проспект Суюнбая, 505",,050030,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-13:00,+05:00,3.3,32,87272902883 (единая справочная),,,,,,https://instagram.com/32.mektep,,,,,,,,,,,43.372839,76.991206,https://2gis.com/firm/9429940000798803,branch
Общеобразовательная школа №185,,Школы,"улица Алдияр, 16",,050038,Алгабас м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.7,15,87273079315 (приемная),,,,,,,,,,,,,,,,,43.247197,76.800983,https://2gis.com/firm/70000001020637398,branch
Средняя школа №193,,Школы,"улица Жар-жар, 54",,050017,Кемел м-н,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,3.8,16,87272603423,,,,,,https://instagram.com/school_193,,,,,,,,,,,43.37308,76.942782,https://2gis.com/firm/9429940001303419,branch
Школа им. Альжан Букарбайкызы,,Школы,"улица Наурыз, 62",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-13:00,+05:00,3.0,42,,,,,,,,,,,,,,,,,,43.178612,76.535957,https://2gis.com/firm/70000001062986741,branch
Damu зияткерлік мектебі,частная школа,Школы,"улица Хан шатыр, 1",,050038,Акбулак м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,3.3,50,87089062222,,,,,,https://instagram.com/damuschool.kz,,,,https://wa.me/77089062222,,,,,,,43.248101,76.824427,https://2gis.com/firm/70000001054278408,branch
Cosmo School,частная школа-гимназия,Школы; Дневные детские лагеря,"улица Сыргабекова, 9/1",1 этаж,050023,Баганашыл м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.3,48,87071911699,,,,,http://cosmo-school.kz,https://instagram.com/cosmo.primaryschool,,https://facebook.com/profile.php?id=100064163799105,,https://wa.me/77071911699,,,,,,,43.196856,76.912186,https://2gis.com/firm/70000001047854453,branch
Общеобразовательная школа №129,,Школы,"микрорайон Айнабулак 3, 165",,050014,Айнабулак 3 м-н,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:10; Вт: 08:00-19:10; Ср: 08:00-19:10; Чт: 08:00-19:10; Пт: 08:00-19:10; Сб: 08:00-19:10,+05:00,3.0,32,87272326998,87272329786,87272342848 (приемная),,,,,,,,,,,,,,,43.327013,76.919332,https://2gis.com/firm/9429940000798771,branch
Общеобразовательная школа №50,,Школы,"улица Бурундайская, 44",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:30; Вт: 08:00-17:30; Ср: 08:00-17:30; Чт: 08:00-17:30; Пт: 08:00-17:30,+05:00,2.4,36,87272230260 (приемная),87272205105,,,,,https://instagram.com/almatyschool_50,,,,,,,,,,,43.343266,76.933857,https://2gis.com/firm/9429940000798812,branch
Элко,частная школа-детский сад,Школы; Частные детские сады,"Мамыр-4 микрорайон, 59",1 этаж,050036,Мамыр-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,2,87273800224,87272425321,,,,http://www.elko1.kz,https://instagram.com/elko.sadik,,,,,,,,,,,43.216999,76.849158,https://2gis.com/firm/70000001062156312,branch
Общеобразовательная школа №99,,Школы,"улица Иштвана Коныра, 53",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,2.3,24,87273993227,,,,,,,,,,,,,,,,,43.277302,76.987308,https://2gis.com/firm/9429940000798844,branch
Общеобразовательная школа №164,,Школы,"улица Заводская, 98",,050048,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-14:00,+05:00,4.6,9,87272994401 (приемная),87272994303,,,,,https://instagram.com/mektep_164,,,,,,,,,,,43.336163,76.911789,https://2gis.com/firm/9429940000798793,branch
Асыл Арман,школа,Школы,"улица Алатау, 1а",,040916,,,,Карасайский район,Алматинская область,Казахстан,,+05:00,2.7,8,,,,,,,,,,,,,,,,,,43.233742,76.749275,https://2gis.com/firm/70000001075191339,branch
Средняя школа им А.Байжанова,,Школы,"улица Аубая Байгазиева, 91",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00,+05:00,3.7,7,87277121230,,,,,,,,,,,,,,,,,43.194418,76.622875,https://2gis.com/firm/70000001044109374,branch
Общеобразовательная школа №49,,Школы,"улица Кассина, 51",,050037,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.5,37,87272995445 (приемная),,,,,http://49.alschool.kz,,,,,,,,,,,,43.318344,76.935389,https://2gis.com/firm/9429940001251476,branch
Общеобразовательная школа №74 им. С. Сейфуллина,,Школы,"улица Акан Серы, 150",,050037,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-17:00,+05:00,2.1,42,87272945840 (приемная),,,,,,,,,,,,,,,,,43.310588,76.945017,https://2gis.com/firm/9429940000798828,branch
Общеобразовательная школа №190 им. Ш. Кудайбердыулы,,Школы,"улица Нуртазина, 49",,050045,Нурлытау м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.5,34,87272977179 (приемная),87272977001,,,,http://190.alschool.kz,,,,,,,,,,,,43.157656,76.901159,https://2gis.com/firm/70000001018976781,branch
Средняя школа им. А.С. Пушкина с дошкольным мини-центром,,Школы,"улица Алимкулова, 78",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,2.5,10,87277127012 (приемная),,,,,,,,,,,,,,,,,43.198393,76.608648,https://2gis.com/firm/70000001044246906,branch
Школа-гимназия №59,,Школы,"улица Тлеуберды Сауранбаева, 12а",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:15; Вт: 08:00-19:15; Ср: 08:00-19:15; Чт: 08:00-19:15; Пт: 08:00-19:15; Сб: 08:00-19:15,+05:00,4.4,38,87272995297 (приемная),,,,,,,,,,,,,,,,,43.334568,76.948278,https://2gis.com/firm/9429940000838134,branch
Келешек,частная школа,Школы,"бульвар Бухар жырау, 50Б",1 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-12:30, 13:00-19:20; Вт: 10:00-12:30, 13:00-18:00; Ср: 10:00-12:30, 13:00-18:00; Чт: 10:00-12:30, 13:00-18:00; Пт: 10:00-12:30, 13:00-18:00 (летнее время: пн-пт 10:00-16:00)",+05:00,3.3,8,87272483747,87756269602,87475443601,,,,https://instagram.com/fizmat.school.keleshek,,,,https://wa.me/77756269602,https://wa.me/77475443601,,,,,,43.230068,76.91273,https://2gis.com/firm/9429940000796762,branch
Dana Sсhool,частная школа,Школы,"СТ Комета, 18",,,ПКСО Комета м-н,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,2,87780004040,,,,,http://danaschool-kaskelen.kz,https://instagram.com/dana_school_kaskelen,,,,https://wa.me/77780004040,,,,,,,43.1658,76.609949,https://2gis.com/firm/70000001060986483,branch
Общеобразовательная школа №61,,Школы,"улица Льва Толстого, 20",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00,+05:00,3.5,27,,,,,,http://61.alschool.kz/,,,,,,,,,,,,43.330141,76.947777,https://2gis.com/firm/9429940000798819,branch
Общеобразовательная школа №17,,Школы,"улица Гёте, 177",,050056,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.1,42,,,,,,,,,,,,,,,,,,43.314699,76.966153,https://2gis.com/firm/9429940000798794,branch
Общеобразовательная школа №160,,Школы,"улица Заводская, 96",,050048,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,2.3,33,87272994311 (приемная),87272994242,,,,,https://instagram.com/kgu_osh_160_almaty,,,,,,,,,,,43.335679,76.913035,https://2gis.com/firm/9429940000798791,branch
Общеобразовательная школа №177,,Школы,"микрорайон Кокжиек, 63",,050028,Кокжиек м-н,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.7,59,87273803305 (приемная),,,,,,,,,,,,,,,,,43.357936,76.921568,https://2gis.com/firm/9429940001014202,branch
Общеобразовательная школа №85,,Школы,"улица Урицкого, 2а",,050028,Нижняя пятилетка м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00; Сб: 08:30-14:00,+05:00,4.0,23,87272703993 (приемная),87272907874,87272906107,,,,,,,,,,,,,,,43.355415,76.952083,https://2gis.com/firm/9429940000798834,branch
Общеобразовательная школа №84,,Школы,"улица Нурсая, 56",,050028,Нижняя пятилетка м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.4,63,87272783992,87272783998,87272783991 (библиотека),,,,,,,,,,,,,,,43.350736,76.956278,https://2gis.com/firm/9429940000966672,branch
Общеобразовательная средняя школа №28 с дошкольным мини-центром,,Школы,"улица Кудайбердиева, 149",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,2.9,12,,,,,,,,,,,,,,,,,,43.297307,77.025686,https://2gis.com/firm/70000001025933706,branch
