Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт,Instagram,Facebook,WhatsApp 1,WhatsApp 2,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Алматинская многопрофильная клиническая больница,отделение сердечно-сосудистой хирургии,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088941133,branch
Городская клиническая больница №7,платное отделение,Больницы; Терапевт; Нейрохирург; Физиотерапевт; Медицинские анализы; Медицинская диагностика; Офтальмолог; Челюстно-лицевой хирург; Медицинские комиссии; Уролог; Гинеколог; Нефролог; Гематолог; Эндокринолог; Проведение хирургических операций,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232767,76.799731,https://2gis.com/firm/70000001088976054,branch
Алматинская многопрофильная клиническая больница,отделение патологий новорожденных выхаживания недоношенных детей,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,5.0,2,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088941003,branch
Городской кардиологический центр,отделение анестезиологии и реанимации для кардиохирургических больных,Больницы,"улица Толе би, 93",,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-16:30; Вт: 08:00-16:30; Ср: 08:00-16:30; Чт: 08:00-16:30; Пт: 08:00-16:30 (по предварительной записи),+05:00,,,87002444206 (регистратура),87272250042 (регистратура),87272797791 (регистратура ),,http://kardio-almaty.kz,,,https://wa.me/77085820717,,,,,43.253996,76.92809,https://2gis.com/firm/70000001029465447,branch
Алматинская многопрофильная клиническая больница,неврологическое отделение с инсультным центром,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088941208,branch
Алматинская многопрофильная клиническая больница,отделение восстановительного лечения и медицинской реабилитации,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088942051,branch
Сельская больница пос. Панфилов,,Больницы,"Кульджинский тракт, 77",,,,,,Талгарский район,Алматинская область,Казахстан,"Пн: 08:00-13:00, 14:00-16:00; Вт: 08:00-13:00, 14:00-16:00; Ср: 08:00-13:00, 14:00-16:00; Чт: 08:00-13:00, 14:00-16:00; Пт: 08:00-13:00, 14:00-16:00; Сб: 08:00-12:00",+05:00,5.0,1,87277453269,87277439205,87277420586,,,,,,,,,,43.390259,77.124916,https://2gis.com/firm/70000001066571605,branch
Городской кардиологический центр,отделение функциональной диагностики,Больницы,"улица Толе би, 93",,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-16:30; Вт: 08:00-16:30; Ср: 08:00-16:30; Чт: 08:00-16:30; Пт: 08:00-16:30 (по предварительной записи),+05:00,,,87002444206 (регистратура),87272250042 (регистратура),87272797791 (регистратура ),,http://kardio-almaty.kz,,,https://wa.me/77085820717,,,,,43.253996,76.92809,https://2gis.com/firm/70000001029465639,branch
Алматинская многопрофильная клиническая больница,отделение челюстно-лицевой хирургии,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088938385,branch
Алматинская многопрофильная клиническая больница,платное отделение,Больницы; Уролог; Офтальмолог; ЛОР (отоларинголог); Гинеколог; Хирург; Травматолог-ортопед; Невролог; Нейрохирург; Гастроэнтеролог; Терапевт; Челюстно-лицевой хирург; Кардиолог; Ангиохирург; Нефролог; Эндокринолог; Ревматолог; Инфекционист; Генетик; Пульмонолог; Детские врачи; Гематолог; Аллерголог / иммунолог; Проктолог; Медицинские анализы; Медицинская диагностика,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088945172,branch
Городская клиническая больница №4,отделение хирургии,Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,5.0,1,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088951516,branch
Алматинская многопрофильная клиническая больница,нейрохирургическое отделение,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088938526,branch
Городская клиническая больница №7,консультативно-реабилитационное отделение,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-15:45; Вт: 08:00-15:45; Ср: 08:00-15:45; Чт: 08:00-15:45; Пт: 08:00-15:45,+05:00,3.2,46,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/reabilitaciya_gkb7,,https://wa.me/77763311805,,,,,43.232767,76.799731,https://2gis.com/firm/70000001057157941,branch
Городская клиническая больница №4,отделение гинекологии,Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003681,"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088953102,branch
Городская клиническая больница №7,приемный покой,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,2,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232592,76.798812,https://2gis.com/firm/70000001088976347,branch
Алматинская многопрофильная клиническая больница,травматологическое отделение,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088938432,branch
Городская клиническая больница №4,ожоговое отделение,Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088953129,branch
Алматинская многопрофильная клиническая больница,кардиологическое отделение,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088941064,branch
Алматинская многопрофильная клиническая больница,офтальмологическое отделение,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088938591,branch
Городская клиническая больница №4,неврологическое отделение с инсультным центром,Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088951523,branch
Центр детской неотложной медицинской помощи,отделение урологии,Больницы,"улица Манаса, 40",,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,2,87273948601,,,,,,,,,,,,43.231966,76.910775,https://2gis.com/firm/70000001041234996,branch
Городская больница скорой неотложной помощи,дневной стационар,Больницы,"улица Казыбек би, 96",,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,87272923101 (приемная),87272924241 (приемная гл. врача),87273170169,,http://gbsnp.kz,https://instagram.com/almaty_qjskka,https://facebook.com/bsnp.kz,,,,,,43.25534,76.929167,https://2gis.com/firm/70000001088920674,branch
Городская больница скорой неотложной помощи,клинико-диагностическая лаборатория,Больницы,"улица Казыбек би, 96",,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,87272923101 (приемная),87272924241 (приемная гл. врача),87273170169,,http://gbsnp.kz,https://instagram.com/almaty_qjskka,https://facebook.com/bsnp.kz,,,,,,43.25534,76.929167,https://2gis.com/firm/70000001088920679,branch
Центр детской неотложной медицинской помощи,отделение патологии новорожденных детей,Больницы,"улица Манаса, 40",,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,2,87272751114,,,,,,,,,,,,43.231966,76.910775,https://2gis.com/firm/70000001029478366,branch
Алматинская многопрофильная клиническая больница,дневной стационар,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088941745,branch
Городская клиническая больница №4,отделение рентген-эндоваскулярной хирургии и кардиологии,Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088951480,branch
Городская клиническая больница №1,приемное отделение,Больницы,"улица Ашимова, 2",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,87273122466 (единая справочная: пн-вс),87272708733 (единая справочная: пн-пт),87272708734 (единая справочная: пн-пт),,,,,,,,,,43.229333,76.802042,https://2gis.com/firm/70000001088948962,branch
Сельская больница пос. Боралдай,,Больницы,"улица Азербаева, 1а",,040708,Водник 1 м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,1.8,88,87275233010 (приемная),87273877418 (приемная),87273877106 (регистратура),,http://rb-boralday.kz,https://instagram.com/rb_boralday,https://facebook.com/rb.boralday.kz,,,,,,43.367996,76.853502,https://2gis.com/firm/9429940000961579,branch
Городская клиническая больница №4,отделение лучевой диагностики,Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088951494,branch
Городская клиническая больница №4,"отделение анестезиологии, реанимации и интенсивной терапии",Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088952773,branch
Городская клиническая больница №4,отделение терапии,Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088953037,branch
Городская клиническая больница №4,отделение эндопротезирования,Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088953066,branch
Алматинская многопрофильная клиническая больница,операционное отделение,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088938556,branch
Алматинская многопрофильная клиническая больница,отделение анестезиологии и реанимации,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088940765,branch
Алматинская многопрофильная клиническая больница,отделение трансфузиологии,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088940900,branch
Каскеленская Городская Инфекционная Больница,,Больницы,"улица Гоголя, 1",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.9,23,,,,,,,,,,,,,43.197167,76.626214,https://2gis.com/firm/70000001044256002,branch
Городская больница Алатау,дневной стационар,Больницы,"улица Жетбаева, 28/1",,,Алатау м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 09:00-13:00,+05:00,1.3,10,87273865303 (приемная),87273865203,,,,,,,,,,,43.362163,77.138945,https://2gis.com/firm/9429940000794513,branch
Городская клиническая больница №4,отделение осложненной травмы и гнойной хирургии,Больницы,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088952925,branch
Городская клиническая больница №4,,Больницы; Гинеколог; Физиотерапевт; Психотерапевт; Кардиолог; Эндокринолог; Терапевт; Психолог; Хирург; Травматолог-ортопед; Уролог; Дерматолог; Офтальмолог; Невролог; ЛОР (отоларинголог); Нейрохирург; Медицинские комиссии,"улица Папанина, 220",,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00,+05:00,,,87273003642 (справочная),"87086516201 (доп.02, служба поддержки пациентов)",,,http://gkb4-almaty.kz/,https://instagram.com/gkb_4_almaty,https://facebook.com/klinika4,https://wa.me/77086516202,,,,,43.319085,76.962666,https://2gis.com/firm/70000001088953290,branch
Городская больница Алатау,,Больницы,"улица Жетбаева, 28",,,Алатау м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-13:00,+05:00,3.7,34,87273865303 (приемная),87273865203,,,,,,,,,,,43.362943,77.139931,https://2gis.com/firm/70000001042204622,branch
Городская клиническая больница №7,терапевтическое отделение,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232767,76.799731,https://2gis.com/firm/70000001088976082,branch
Городская клиническая больница №1,отделение кардиореабилитации,Больницы,"улица Ашимова, 2",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-17:00; Вт: 08:00-13:00, 14:00-17:00; Ср: 08:00-13:00, 14:00-17:00; Чт: 08:00-13:00, 14:00-17:00; Пт: 08:00-13:00, 14:00-17:00",+05:00,,,87273122466 (единая справочная: пн-вс),87272708733 (единая справочная: пн-пт),87272708734 (единая справочная: пн-пт),,,,,,,,,,43.229333,76.802042,https://2gis.com/firm/70000001088946825,branch
Городская клиническая больница №7,урологическое отделение,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232592,76.798812,https://2gis.com/firm/70000001088976637,branch
Городская клиническая больница №7,гинекологическое отделение №2,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232592,76.798812,https://2gis.com/firm/70000001088976706,branch
Городская клиническая больница №7,отделение радиологии,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,5.0,1,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232592,76.798812,https://2gis.com/firm/70000001088976209,branch
Городская клиническая больница №7,кабинет функциональной диагностики,Больницы,"микрорайон Калкаман, 20",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,,,87273410666 (контакт-центр),87272708687 (приемный покой),87272708614 (приемный покой),,http://www.gkb7.kz,https://instagram.com/gkb7almaty,,,,,,,43.232767,76.799731,https://2gis.com/firm/70000001088976041,branch
Городская клиническая больница №1,центр торакальной хирургии,Больницы,"улица Ашимова, 2",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-17:00; Вт: 08:00-13:00, 14:00-17:00; Ср: 08:00-13:00, 14:00-17:00; Чт: 08:00-13:00, 14:00-17:00; Пт: 08:00-13:00, 14:00-17:00",+05:00,,,87273122466 (единая справочная: пн-вс),87272708733 (единая справочная: пн-пт),87272708734 (единая справочная: пн-пт),,,,,,,,,,43.229333,76.802042,https://2gis.com/firm/70000001088946975,branch
Карасайская Центральная районная больница,туберкулезное отделение,Больницы,"улица Наурызбай батыра, 21а",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,"Пн: 08:00-13:00, 14:00-16:00; Вт: 08:00-13:00, 14:00-16:00; Ср: 08:00-13:00, 14:00-16:00; Чт: 08:00-13:00, 14:00-16:00; Пт: 08:00-13:00, 14:00-16:00 (по предварительной записи)",+05:00,,,87277139031,87273608958,,,,,,,,,,,43.206958,76.638379,https://2gis.com/firm/70000001044531122,branch
Городская клиническая больница №1,отделение многопрофильной хирургии,Больницы,"улица Ашимова, 2",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-17:00; Вт: 08:00-13:00, 14:00-17:00; Ср: 08:00-13:00, 14:00-17:00; Чт: 08:00-13:00, 14:00-17:00; Пт: 08:00-13:00, 14:00-17:00",+05:00,,,87273122466 (единая справочная: пн-вс),87272708733 (единая справочная: пн-пт),87272708734 (единая справочная: пн-пт),,,,,,,,,,43.229333,76.802042,https://2gis.com/firm/70000001088946845,branch
Алматинская многопрофильная клиническая больница,отделение рентген-ангио-хирургических методов диагностики и лечения,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088940859,branch
Алматинская многопрофильная клиническая больница,клинико-диагностическое отделение,Больницы,"улица Демченко, 83",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,87272394920,,,,http://amkb.kz,https://instagram.com/almobl_amkb,https://facebook.com/amkb.pr,https://wa.me/77078069496,,,,,43.283256,76.989869,https://2gis.com/firm/70000001088941248,branch
