Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Лучик,частный детский сад,Частные детские сады,"проспект Райымбека, 482ж",1 этаж,050031,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,5.0,2,87780002635,,,,,,,,,,https://wa.me/77780002635,,,,,,,,43.24974,76.850045,https://2gis.com/firm/9429940000797499,branch
Beksultan 7,частный детский сад,Частные детские сады,"улица Кокжайлау, 7",1 этаж,050058,Улжан-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,4.8,87,87027308024,,,,,,,,,,https://wa.me/77027308024,,,,,,,,43.298279,76.880125,https://2gis.com/firm/70000001045840295,branch
Peekaboo,частный детский сад,Частные детские сады,"улица Таргап, 49",,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.8,22,87074650727,,,,,,,https://instagram.com/peekaboo_ds,,,https://wa.me/77074650727,,,,,,,,43.223999,76.792089,https://2gis.com/firm/70000001029276221,branch
Бопешим,частный детский сад,Частные детские сады,"улица Парковая, 2",,050018,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,4.8,51,87021920717,87758726767,,,,,,https://instagram.com/bopeshim_balabaqshasy,,,https://wa.me/77021920717,https://wa.me/77758726767,,,,,,,43.28183,76.956221,https://2gis.com/firm/70000001032589796,branch
Apple Kids,детский сад,Частные детские сады,"улица Абулхайр-хан, 9",,050045,Нур Алатау м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.7,21,87071036408,,,,,,,https://instagram.com/apple_kids_almaty,,,https://wa.me/77071036408,,,,,,,,43.191115,76.90129,https://2gis.com/firm/70000001030539619,branch
Zangar,частный детский сад,Частные детские сады,"улица Касыма Шарипова, 168",,050038,Акбулак м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-19:00; Вт: 07:30-19:00; Ср: 07:30-19:00; Чт: 07:30-19:00; Пт: 07:30-19:00,+05:00,5.0,1,87753520418,87072797939,,,,,,,,,https://wa.me/77753520418,https://wa.me/77072797939,,,,,,,43.268672,76.829065,https://2gis.com/firm/70000001065955719,branch
Нур Болашак,частный детский сад,Частные детские сады; Центры раннего развития детей,"улица Фаризы Онгарсыновой, 15",,050053,Алгабас м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,,,87021359825 (единая справочная: пн-пт 8:00-18:00),,,,,,,,,,https://wa.me/77021359825,,,,,,,,43.262075,76.802649,https://2gis.com/firm/70000001045624436,branch
Nursila kids,частный детский сад,Частные детские сады,"улица Балкарагай, 3",,050053,Алгабас м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,4.5,8,87478925016,,,,,,,https://instagram.com/nursila.kids,,,https://wa.me/77478925016,,,,,,,,43.258403,76.793111,https://2gis.com/firm/70000001054628321,branch
Акбота К,частный детский сад,Частные детские сады,"улица Фаризы Онгарсыновой, 78",,050053,Алгабас м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,5.0,1,87054642345,,,,,,,,,,https://wa.me/77054642345,,,,,,,,43.26319,76.801672,https://2gis.com/firm/70000001031749751,branch
i bala,частный детский сад,Частные детские сады; Спортивные секции; Логопед; Дефектолог,"микрорайон Астана, 38",1-3 этаж,050036,Астана м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.6,47,87073197832 (единая справочная),87273800096 (единая справочная),,,,,,https://instagram.com/detskii_sad_ibala_,,,https://wa.me/77073197832,,,,,,,,43.210034,76.846508,https://2gis.com/firm/70000001027778978,branch
Disney,частный детский сад,Частные детские сады,"улица Аширбек Сыгай, 71",1-2 этаж,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,3.9,14,87075848593,,,,,,,,,,https://wa.me/77075848593,,,,,,,,43.222692,76.791754,https://2gis.com/firm/70000001050762258,branch
Частный детский сад,,Частные детские сады,"улица Котельникова, 57",,050037,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.6,7,87772829167,,,,,,,,,,https://wa.me/77772829167,,,,,,,,43.311037,76.936875,https://2gis.com/firm/70000001033320114,branch
I-club,частный детский сад,Частные детские сады,"улица Ыкылас, 153",,050043,СТ Садовод,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,5.0,2,87017554495,,,,,,,https://instagram.com/monti_club,,,https://wa.me/77017554495,,,,,,,,43.200921,76.864813,https://2gis.com/firm/70000001090336351,branch
Балторгай,частный детский сад,Частные детские сады,"улица Аширбек Сыгай, 101",,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,4.5,35,87073511656,,,,,,,,,,https://wa.me/77073511656,,,,,,,,43.219333,76.79369,https://2gis.com/firm/70000001030145089,branch
Радуга,частный детский сад,Частные детские сады,"улица Таргап, 47",,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.4,37,87077760206,,,,,,,https://instagram.com/radugadetskiisad,,,https://wa.me/77077760206,,,,,,,,43.224271,76.791941,https://2gis.com/firm/9429940001396366,branch
Акбота,частный детский сад,Частные детские сады,"улица Кали Надырова, 59",,050069,Карагайлы м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.1,25,87018086616,,,,,,,https://instagram.com/aqbota_sadik,,,https://wa.me/77018086616,,,,,,,,43.178662,76.848716,https://2gis.com/firm/70000001041055155,branch
Ибосик,частный детский сад,Частные детские сады,"улица Байтенова Нояна, 102",,050047,Айгерим-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,5.0,2,87273938286,87471183499,,,,,,,,,https://wa.me/77471183499,,,,,,,,43.27019,76.836202,https://2gis.com/firm/70000001020340169,branch
 Care kids,частный детский сад,Частные детские сады,"Жас Канат микрорайон, 550",,050054,Жас Канат м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,5.0,14,87074966386,,,,,,,https://instagram.com/carekids_balabaksha,,,https://wa.me/77074966386,,,,,https://t.me/+77071376171,,,43.325604,76.981351,https://2gis.com/firm/70000001081846282,branch
Zere,частный детский сад,Частные детские сады,"микрорайон 3-й, 72",1 этаж,050062,3-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,4.1,46,87073511656,,,,,,,https://instagram.com/detsad_zere_3,,,https://wa.me/77073511656,,,,,,,,43.225617,76.850716,https://2gis.com/firm/70000001028877431,branch
Нұрислам,детский сад,Частные детские сады,"улица Жангельдина, 15",,050047,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.0,7,87476329935,87012322220,,,,,,,,,https://wa.me/77476329935,https://wa.me/77012322220,,,,,,,43.288185,76.837192,https://2gis.com/firm/70000001046069276,branch
Pixel,культурно-воспитательный центр,Частные детские сады; Детские / подростковые клубы; Логопед,"улица Туркебаева, 141а",,050009,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 07:30-19:00; Вт: 07:30-19:00; Ср: 07:30-19:00; Чт: 07:30-19:00; Пт: 07:30-19:00; Сб: 10:00-17:00,+05:00,4.6,38,87073609436,87074231163,,,,,,https://instagram.com/pixel_almaty,,,https://wa.me/77073609436,https://wa.me/77074231163,,,,,,,43.245343,76.878717,https://2gis.com/firm/70000001039588347,branch
Детский сад Ақ-Патша,частный детский сад,Частные детские сады,"улица Бертайкызы, 109",,050058,Улжан-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,87475758686,87479142132,87770076777,,,,,,,,https://wa.me/77475758686,https://wa.me/77479142132,https://wa.me/77770076777,,,,,,43.299177,76.880115,https://2gis.com/firm/70000001089291430,branch
Азамат,частный детский ясли-сад,Частные детские сады,"улица Аркалык, 6/1",,050047,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,5.0,4,87073006298,87475057975,,,,,,https://instagram.com/azamat_baqshasy_sayaly,,,https://wa.me/77073006298,https://wa.me/77475057975,,,,,,,43.315377,76.843134,https://2gis.com/firm/70000001081065463,branch
Жан-Дария,частный детский сад,Частные детские сады,"Ақшағыл улица, 23",1 этаж,050047,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,4.4,5,,,,,,,,https://instagram.com/zhan_daria,,,,,,,,,,,43.318769,76.843434,https://2gis.com/firm/70000001033712490,branch
Smart Korkem,частный детский сад,Частные детские сады; Центры раннего развития детей,"микрорайон Коктем-1, 11/1",,050040,Коктем-1 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,4.9,15,87003311983,,,,,,,https://instagram.com/smart_korkem_kids,,,https://wa.me/77003311983,,,,,,,,43.229083,76.927174,https://2gis.com/firm/70000001065936146,branch
Дельфинчик,частный детский сад,Частные детские сады,"улица Шахтинская, 12",,050019,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.5,17,87019880738,87756543388,,,,,,,,,https://wa.me/77019880738,https://wa.me/77756543388,,,,,,,43.284468,76.98978,https://2gis.com/firm/70000001032365078,branch
Padishah,частный детский сад,Частные детские сады,"Мустафы Шокая улица, 118а",,050007,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,4.4,13,87772323403,,,,,,,,,,https://wa.me/77772323403,,,,,,,,43.266225,76.987078,https://2gis.com/firm/70000001045104390,branch
Ақниет,частный детский сад,Частные детские сады,"Мамыр-4 микрорайон, 58",,050036,Мамыр-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.4,10,87027711040,87273816275,,,,,,https://instagram.com/akniet_sadik,,,,,,,,,,,43.216951,76.848838,https://2gis.com/firm/70000001024064839,branch
Чебурашка,частный детский сад,Частные детские сады,"микрорайон Алтын Бесик, 177",,050031,Аксай-3Б м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,5.0,2,87752898341,87072213140,,,,,,https://instagram.com/cheburashka_sadikk,,,https://wa.me/77752898341,https://wa.me/77072213140,,,,,,,43.234266,76.82007,https://2gis.com/firm/70000001081120529,branch
Выше радуги,логопедический коррекционный центр,Частные детские сады; Логопед; Массажист,"улица Жарокова, 260/1",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.4,19,87003201466,,,,,http://vishe-radugi.kz,,,,,,,,,,,,,43.208538,76.905535,https://2gis.com/firm/70000001064365404,branch
Жанбота,частный детский сад,Частные детские сады,"улица Серикбаева, 2",,050053,Алгабас м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,,,87079305861,,,,,,,https://instagram.com/zhanbotabalabakshasy,,,https://wa.me/77079305861,,,,,,,,43.248538,76.796847,https://2gis.com/firm/70000001079838511,branch
Samruq Bala-1,частный детский сад,Частные детские сады,"улица Егинсу, 19",,050058,Улжан-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,5.0,1,87077101797,,,,,,,https://instagram.com/samruk_bala1_balabaksha,,,https://wa.me/77077101797,,,,,,,,43.2954,76.874281,https://2gis.com/firm/70000001080347328,branch
Balapan kids,частный детский сад ,Частные детские сады,"улица Станкевича, 61",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,,,87756223313,,,,,,,,,,https://wa.me/77756223313,,,,,,,,43.322897,76.949158,https://2gis.com/firm/70000001087436225,branch
Айголек,частный детский сад,Частные детские сады,"улица Сейтметова Райымбека, 102",,050006,Калкаман-2 м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:00-18:30; Вт: 07:00-18:30; Ср: 07:00-18:30; Чт: 07:00-18:30; Пт: 07:00-18:30,+05:00,4.7,69,87013600821,87021746171,,,,,,https://instagram.com/aigolek_1_balabakshasi,,,https://wa.me/77013600821,https://wa.me/77021746171,,,,,,,43.217237,76.814028,https://2gis.com/firm/70000001036912041,branch
Аиша,частный детский сад,Частные детские сады,"микрорайон Айнабулак 4, 166Б",,050014,Айнабулак 3 м-н,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,3.1,21,87079091121,,,,,,,https://instagram.com/sadik_aisha21,,,https://wa.me/77079091121,,,,,,,,43.326238,76.917664,https://2gis.com/firm/70000001031935148,branch
Дара бала,частный детский сад,Частные детские сады,"улица Балтабай, 34",,050058,Улжан-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,1,87758257570,87754883828,,,,,,https://instagram.com/darabalasad,,,https://wa.me/77758257570,https://wa.me/77754883828,,,,,,,43.306653,76.872318,https://2gis.com/firm/70000001081260985,branch
Бак,частный детский сад,Частные детские сады,"Махамбет Отемисулы улица, 111",,050065,Шанырак-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.0,2,87719893251,,,,,,,,,,https://wa.me/77719893251,,,,,,,,43.298361,76.861671,https://2gis.com/firm/70000001078720917,branch
Умка,частный детский сад,Частные детские сады,"улица Ладожская, 31",,050028,Нижняя пятилетка м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.6,22,87272906091,,,,,,,https://instagram.com/u.m.k.a.31,,,https://wa.me/77072424787,,,,,,,,43.356064,76.96027,https://2gis.com/firm/9429940000984458,branch
Саркыт,частный детский сад,Частные детские сады,"улица Болатхана Тайжана, 29",,050006,Калкаман-2 м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.1,30,87017240111,87782222771,,,,,,https://instagram.com/sadik_sarkyt_,,,https://wa.me/77782222771,https://wa.me/77017240111,,,,,,,43.201611,76.828028,https://2gis.com/firm/70000001024965118,branch
Детский сад Карусель,,Частные детские сады,"улица Льва Толстого, 5в",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,2.4,6,87272214111,87767349528 (единый номер: пн-пт 8:00-18:00 ),87012233635 (единый номер: пн-пт 8:00-18:00),,,,,,,,https://wa.me/77012233635,,,,,https://t.me/+77767349528,,,43.336228,76.950359,https://2gis.com/firm/70000001027969512,branch
Бал-бобек,частный детский сад,Частные детские сады,"улица Аитова, 44а",,040718,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,4.1,7,87758255041,,,,,,,https://instagram.com/balbobek_kazcik,,,https://wa.me/77758255041,,,,,,,,43.380317,76.856614,https://2gis.com/firm/70000001024452731,branch
Береке,частный детский сад,Частные детские сады,"улица Абая, 41",,040729,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,1,87473252585,87077511719,87759460754,,,,,,,,https://wa.me/77077511719,https://wa.me/77759460754,,,,,,,43.421007,76.911899,https://2gis.com/firm/70000001038356086,branch
Ади-Нур,частный детский сад,Частные детские сады,"улица Еламана Кабылдаева, 42а",,040718,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,5.0,3,87016077474,,,,,,,https://instagram.com/liliyasadik,,,https://wa.me/77016077474,,,,,,,,43.381736,76.852503,https://2gis.com/firm/70000001075071271,branch
Алем,частный детский сад,Частные детские сады,"8-ой квартал, 36",,,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,5.0,1,87077044213,87053169297,,,,,,https://instagram.com/alemsad2023,,,https://wa.me/77077044213,https://wa.me/77053169297,,,,,,,43.405324,76.852681,https://2gis.com/firm/70000001066168660,branch
Мир малышей,детский сад,Частные детские сады,"улица Тауелсыздык, 142",,040703,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,5.0,3,87475952416,87016281388,,,,,,https://instagram.com/mir_malishei_ashybulak,,,https://wa.me/77475952416,https://wa.me/77016281388,,,,,,,43.406154,76.911445,https://2gis.com/firm/70000001087425530,branch
Happy time,частный детский сад,Частные детские сады; Центры раннего развития детей,"улица Алматинская, 35",,040703,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,2.0,4,87070484994,,,,,,,https://instagram.com/kindergarten_happytime,,,https://wa.me/77070484994,,,,,,,,43.407213,76.913344,https://2gis.com/firm/70000001064922241,branch
Самал kids,частный детский сад,Частные детские сады,"улица Тулебаева, 24",,040717,,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,,,87073102402,,,,,,,,,,https://wa.me/77073102402,,,,,,,,43.418761,76.896145,https://2gis.com/firm/70000001052249348,branch
Sparks Preschool,частный детский сад,Частные детские сады; Центры раннего развития детей,"микрорайон Мирас, 160",,050043,Мирас м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.8,13,87087051885,,,,,,,https://instagram.com/sparks_kz,,,https://wa.me/77087051885,,,,,,,,43.190187,76.870553,https://2gis.com/firm/70000001037589732,branch
BabyБалдаурен,частный детский сад,Частные детские сады,"улица Беделбай, 4",,,Акбулак м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,5.0,1,87775470542,87479388198 (единый номер: пн-пт ),,,,,,https://instagram.com/babybaldauren16,,,https://wa.me/77479388198,,,,,,,,43.244579,76.8246,https://2gis.com/firm/70000001022306553,branch
Адеми,частный детский сад для девочек,Частные детские сады,"Луганского улица, 151",,050051,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,10,87272635747,87272623040,87772733710,,,http://www.ademidetsad.kz,,https://instagram.com/ademidetsad,,,https://wa.me/77477208306,,,,,,,,43.224722,76.967115,https://2gis.com/firm/9429940000791569,branch
Zangar,детский сад,Частные детские сады,"улица Орбулак, 94",,050065,Шанырак-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30; Сб: 07:30-18:30; Вс: 07:30-18:30,+05:00,4.2,11,87074150799,87472719912,,,,,,,,,https://wa.me/77472719912,https://wa.me/77074150799,,,,,,,43.311092,76.865429,https://2gis.com/firm/70000001069548801,branch
Ai-bala,частный детский сад,Частные детские сады,"улица Аркалык, 76",,050047,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,4.0,4,87476668387,,,,,,,https://instagram.com/ai_bala_balabaksha,,,https://wa.me/77476668387,,,,,,,,43.323323,76.841032,https://2gis.com/firm/70000001045048712,branch
Айналайын,частный детский сад,Частные детские сады,"улица Рыскулбекова, 20",,040910,,,,Карасайский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00; Сб: 07:30-18:00; Вс: 07:30-18:00,+05:00,4.8,15,87011654989,,,,,,,,,,https://wa.me/77011654989,,,,,,,,43.177726,76.782866,https://2gis.com/firm/70000001023484860,branch
Nur Kids,частный детский сад,Частные детские сады,"улица Егинсу, 3",,050058,Улжан-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,2.7,4,87756939243,,,,,,,,,,https://wa.me/77756939243,,,,,,,,43.295523,76.872972,https://2gis.com/firm/70000001076640592,branch
Нұр бала,частный детский сад,Частные детские сады,"улица Телжан Шонанулы, 78",,050067,Таусамалы м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,2,87477949613,,,,,,,https://instagram.com/sadik_nurbala,,,https://wa.me/77071410741,,,,,,,,43.189833,76.831218,https://2gis.com/firm/70000001082034374,branch
Mykid,частный детский сад,Частные детские сады,"улица Сарсена Аманжолова, 54",,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,3.9,13,87474777572,,,,,,,https://instagram.com/mykid_1,,,,,,,,,,,43.248275,76.964647,https://2gis.com/firm/70000001038038863,branch
Каусар 222,частный детский сад,Частные детские сады,"улица Павлодарская, 135/1",,050014,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,,,87079508306,,,,,,,,,,,,,,,,,,43.330365,76.920126,https://2gis.com/firm/70000001080089962,branch
Зайка,сеть частных детских садов,Частные детские сады; Дневные детские лагеря,"улица Ходжанова, 77/5 к1",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 07:30-19:00; Вт: 07:30-19:00; Ср: 07:30-19:00; Чт: 07:30-19:00; Пт: 07:30-19:00,+05:00,,,87001360606,87273296713 (единая справочная: пн-пт 7:30-19:00),87758934101 (единая справочная: пн-пт 7:30-19:00),,,http://www.zaikasadik.kz,,https://instagram.com/zaikasadik.kz,https://facebook.com/Zaikasadikkz-108844620876786,,https://wa.me/77083294229,,,,,,,,43.208931,76.911787,https://2gis.com/firm/70000001090399583,branch
Маленькие звездочки,частный детский сад,Частные детские сады,"микрорайон Жулдыз-2, 26Б",,050049,Жулдыз-2 м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.8,26,87777104605,,,,,http://littlestars.kz,,https://instagram.com/littlestars001,,,https://wa.me/77777104605,,,,,,,,43.357899,76.9916,https://2gis.com/firm/70000001026018062,branch
